t,MV,PV,DV
7.800000000000000000e+01,5.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
7.900000000000000000e+01,5.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
8.000000000000000000e+01,5.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
8.100000000000000000e+01,5.000000000000000000e+01,4.678000000000000114e+01,5.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,4.686999999999999744e+01,5.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,4.690999999999999659e+01,5.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,4.703000000000000114e+01,5.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,4.713000000000000256e+01,5.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000000e+01,4.735999999999999943e+01,5.000000000000000000e+01
9.000000000000000000e+01,5.000000000000000000e+01,4.745000000000000284e+01,5.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000000e+01,4.754999999999999716e+01,5.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,4.767999999999999972e+01,5.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,4.789999999999999858e+01,5.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,4.807000000000000028e+01,5.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,4.822999999999999687e+01,5.000000000000000000e+01
1.030000000000000000e+02,5.000000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,4.839000000000000057e+01,5.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000000e+01,4.854999999999999716e+01,5.000000000000000000e+01
1.070000000000000000e+02,5.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.090000000000000000e+02,5.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.110000000000000000e+02,5.000000000000000000e+01,4.874000000000000199e+01,5.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01
1.130000000000000000e+02,5.000000000000000000e+01,4.896999999999999886e+01,5.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000000e+01,4.896999999999999886e+01,5.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01
1.160000000000000000e+02,5.000000000000000000e+01,4.906000000000000227e+01,5.000000000000000000e+01
1.170000000000000000e+02,5.000000000000000000e+01,4.918999999999999773e+01,5.000000000000000000e+01
1.180000000000000000e+02,5.000000000000000000e+01,4.918999999999999773e+01,5.000000000000000000e+01
1.190000000000000000e+02,5.000000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01
1.210000000000000000e+02,5.000000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01
1.220000000000000000e+02,5.000000000000000000e+01,4.935000000000000142e+01,5.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000000e+01,4.947999999999999687e+01,5.000000000000000000e+01
1.240000000000000000e+02,5.000000000000000000e+01,4.947999999999999687e+01,5.000000000000000000e+01
1.250000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.260000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.270000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,4.960999999999999943e+01,5.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000000e+01,4.967999999999999972e+01,5.000000000000000000e+01
1.320000000000000000e+02,5.000000000000000000e+01,4.984000000000000341e+01,5.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000000e+01,4.981000000000000227e+01,5.000000000000000000e+01
1.340000000000000000e+02,5.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,4.992999999999999972e+01,5.000000000000000000e+01
1.370000000000000000e+02,5.000000000000000000e+01,4.992999999999999972e+01,5.000000000000000000e+01
1.380000000000000000e+02,5.000000000000000000e+01,5.006000000000000227e+01,5.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,5.018999999999999773e+01,5.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000000e+01,5.018999999999999773e+01,5.000000000000000000e+01
1.410000000000000000e+02,5.000000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01
1.420000000000000000e+02,5.000000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01
1.430000000000000000e+02,5.000000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01
1.440000000000000000e+02,5.000000000000000000e+01,5.028999999999999915e+01,5.000000000000000000e+01
1.450000000000000000e+02,5.000000000000000000e+01,5.042000000000000171e+01,5.000000000000000000e+01
1.460000000000000000e+02,5.000000000000000000e+01,5.047999999999999687e+01,5.000000000000000000e+01
1.470000000000000000e+02,5.000000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01
1.480000000000000000e+02,5.000000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01
1.490000000000000000e+02,5.000000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01
1.500000000000000000e+02,5.000000000000000000e+01,5.057999999999999829e+01,5.000000000000000000e+01
1.510000000000000000e+02,5.000000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01
1.520000000000000000e+02,5.000000000000000000e+01,5.067999999999999972e+01,5.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01
1.540000000000000000e+02,5.000000000000000000e+01,5.084000000000000341e+01,5.000000000000000000e+01
1.550000000000000000e+02,5.000000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,5.089999999999999858e+01,5.000000000000000000e+01
1.580000000000000000e+02,5.000000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01
1.590000000000000000e+02,5.000000000000000000e+01,5.089999999999999858e+01,5.000000000000000000e+01
1.600000000000000000e+02,5.000000000000000000e+01,5.103000000000000114e+01,5.000000000000000000e+01
1.610000000000000000e+02,5.000000000000000000e+01,5.113000000000000256e+01,5.000000000000000000e+01
1.620000000000000000e+02,5.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
1.630000000000000000e+02,5.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,5.128999999999999915e+01,5.000000000000000000e+01
1.660000000000000000e+02,5.000000000000000000e+01,5.128999999999999915e+01,5.000000000000000000e+01
1.670000000000000000e+02,5.000000000000000000e+01,5.142000000000000171e+01,5.000000000000000000e+01
1.680000000000000000e+02,5.000000000000000000e+01,5.138000000000000256e+01,5.000000000000000000e+01
1.690000000000000000e+02,5.000000000000000000e+01,5.145000000000000284e+01,5.000000000000000000e+01
1.700000000000000000e+02,5.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
1.710000000000000000e+02,5.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
1.720000000000000000e+02,5.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
1.730000000000000000e+02,5.000000000000000000e+01,5.154999999999999716e+01,5.000000000000000000e+01
1.740000000000000000e+02,5.000000000000000000e+01,5.164000000000000057e+01,5.000000000000000000e+01
1.750000000000000000e+02,5.000000000000000000e+01,5.160999999999999943e+01,5.000000000000000000e+01
1.760000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
1.770000000000000000e+02,5.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
1.780000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
1.790000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
1.800000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
1.810000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
1.820000000000000000e+02,5.000000000000000000e+01,5.192999999999999972e+01,5.000000000000000000e+01
1.830000000000000000e+02,5.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
1.840000000000000000e+02,5.000000000000000000e+01,5.209000000000000341e+01,5.000000000000000000e+01
1.850000000000000000e+02,5.000000000000000000e+01,5.209000000000000341e+01,5.000000000000000000e+01
1.860000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.870000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.880000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.890000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.900000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
1.910000000000000000e+02,5.000000000000000000e+01,5.221999999999999886e+01,5.000000000000000000e+01
1.920000000000000000e+02,5.000000000000000000e+01,5.225000000000000000e+01,5.000000000000000000e+01
1.930000000000000000e+02,5.000000000000000000e+01,5.218999999999999773e+01,5.000000000000000000e+01
1.940000000000000000e+02,5.000000000000000000e+01,5.225000000000000000e+01,5.000000000000000000e+01
1.950000000000000000e+02,5.000000000000000000e+01,5.245000000000000284e+01,5.000000000000000000e+01
1.960000000000000000e+02,5.000000000000000000e+01,5.245000000000000284e+01,5.000000000000000000e+01
1.970000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
1.980000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
1.990000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
2.000000000000000000e+02,5.000000000000000000e+01,5.250999999999999801e+01,5.000000000000000000e+01
2.010000000000000000e+02,5.000000000000000000e+01,5.250999999999999801e+01,5.000000000000000000e+01
2.020000000000000000e+02,5.000000000000000000e+01,5.253999999999999915e+01,5.000000000000000000e+01
2.030000000000000000e+02,5.000000000000000000e+01,5.274000000000000199e+01,5.000000000000000000e+01
2.040000000000000000e+02,5.000000000000000000e+01,5.277000000000000313e+01,5.000000000000000000e+01
2.050000000000000000e+02,5.000000000000000000e+01,5.277000000000000313e+01,5.000000000000000000e+01
2.060000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
2.070000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
2.080000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
2.090000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
2.100000000000000000e+02,5.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01
2.110000000000000000e+02,5.000000000000000000e+01,5.292999999999999972e+01,5.000000000000000000e+01
2.120000000000000000e+02,5.000000000000000000e+01,5.286999999999999744e+01,5.000000000000000000e+01
2.130000000000000000e+02,5.000000000000000000e+01,5.296000000000000085e+01,5.000000000000000000e+01
2.140000000000000000e+02,5.000000000000000000e+01,5.300000000000000000e+01,5.000000000000000000e+01
2.150000000000000000e+02,5.000000000000000000e+01,5.306000000000000227e+01,5.000000000000000000e+01
2.160000000000000000e+02,5.000000000000000000e+01,5.300000000000000000e+01,5.000000000000000000e+01
2.170000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.180000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.190000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.200000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.210000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.220000000000000000e+02,5.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01
2.230000000000000000e+02,5.000000000000000000e+01,5.315999999999999659e+01,5.000000000000000000e+01
2.240000000000000000e+02,5.000000000000000000e+01,5.315999999999999659e+01,5.000000000000000000e+01
2.250000000000000000e+02,5.000000000000000000e+01,5.318999999999999773e+01,5.000000000000000000e+01
2.260000000000000000e+02,5.000000000000000000e+01,5.318999999999999773e+01,1.000000000000000000e+01
2.270000000000000000e+02,5.000000000000000000e+01,5.328999999999999915e+01,1.000000000000000000e+01
2.280000000000000000e+02,5.000000000000000000e+01,5.328999999999999915e+01,1.000000000000000000e+01
2.290000000000000000e+02,5.000000000000000000e+01,5.342000000000000171e+01,1.000000000000000000e+01
2.300000000000000000e+02,5.000000000000000000e+01,5.342000000000000171e+01,1.000000000000000000e+01
2.310000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.320000000000000000e+02,5.000000000000000000e+01,5.342000000000000171e+01,1.000000000000000000e+01
2.330000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.340000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.350000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.360000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.370000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.380000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.390000000000000000e+02,5.000000000000000000e+01,5.347999999999999687e+01,1.000000000000000000e+01
2.400000000000000000e+02,5.000000000000000000e+01,5.347999999999999687e+01,1.000000000000000000e+01
2.410000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.420000000000000000e+02,5.000000000000000000e+01,5.350999999999999801e+01,1.000000000000000000e+01
2.430000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.440000000000000000e+02,5.000000000000000000e+01,5.347999999999999687e+01,1.000000000000000000e+01
2.450000000000000000e+02,5.000000000000000000e+01,5.350999999999999801e+01,1.000000000000000000e+01
2.460000000000000000e+02,5.000000000000000000e+01,5.350999999999999801e+01,1.000000000000000000e+01
2.470000000000000000e+02,5.000000000000000000e+01,5.347999999999999687e+01,1.000000000000000000e+01
2.480000000000000000e+02,5.000000000000000000e+01,5.347999999999999687e+01,1.000000000000000000e+01
2.490000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
2.500000000000000000e+02,5.000000000000000000e+01,5.345000000000000284e+01,1.000000000000000000e+01
